et,lat,lon,obcflags,batt,curr,txforward2,txcurr,rxcurr,rxdoppler,rxrssi,txreflected,txforward,txtemp,txvoltage,antsA,antsB,localtime,boardtime
PV8DX,8.345,-64.313,007D,8.186,0.063,0.005975,0,0.059000000000000004,411.0,952.0,0.003824,0.005975,8.064516129032256,7.96774193548387,0100,100.0,2021-04-15 00:21:50,
PV8DX,7.721,-64.439,007D,8.186,0.063,0.003824,0,0.059000000000000004,410.0,945.0,0.003824,0.003824,8.064516129032256,7.96774193548387,0100,100.0,2021-04-15 00:22:00,
PV8DX,6.472,-64.691,007D,8.186,0.067,0.005975,0,0.059000000000000004,411.0,945.0,0.005975,0.005975,8.064516129032256,7.983870967741934,0100,100.0,2021-04-15 00:22:20,
PV8DX,5.847,-64.817,007D,8.186,0.063,0.005975,0,0.059000000000000004,415.0,955.0,0.003824,0.005975,-50.0,8.0,0100,100.0,2021-04-15 00:22:30,
PV8DX,4.599,-65.067,007D,8.186,0.067,0.005975,0,0.06,412.0,952.0,0.005975,0.005975,7.41935483870968,7.983870967741934,0100,100.0,2021-04-15 00:22:50,
PV8DX,3.974,-65.192,007D,8.186,0.063,0.005975,0,0.059000000000000004,412.0,957.0,0.005975,0.005975,7.0967741935483835,7.951612903225807,0100,100.0,2021-04-15 00:23:00,
PV8DX,2.725,-65.442,007D,8.186,0.063,0.003824,0,0.059000000000000004,412.0,938.0,0.003824,0.003824,7.0967741935483835,8.0,0100,100.0,2021-04-15 00:23:20,
PV8DX,2.101,-65.567,007D,8.186,0.067,0.005975,0,0.059000000000000004,413.0,941.0,0.005975,0.005975,6.774193548387097,7.96774193548387,0100,100.0,2021-04-15 00:23:30,
PV8DX,0.852,-65.816,007D,8.186,0.063,0.005975,0,0.059000000000000004,412.0,952.0,0.003824,0.005975,6.774193548387097,7.96774193548387,0100,100.0,2021-04-15 00:23:50,
PV8DX,-1.021,-66.19,007D,8.186,0.063,0.005975,0,0.059000000000000004,413.0,942.0,0.005975,0.005975,6.451612903225808,7.983870967741934,0100,100.0,2021-04-15 00:24:20,
PV8DX,-3.517,-66.689,007D,8.176,0.063,0.005975,0,0.059000000000000004,413.0,951.0,0.003824,0.005975,5.806451612903223,7.983870967741934,0100,100.0,2021-04-15 00:25:00,
PV8DX,-12.241,-62.99,007D,8.296,0.067,0.005975,0,0.057,409.0,951.0,0.003824,0.005975,-2.903225806451616,8.064516129032258,0100,100.0,2021-04-15 12:18:40,
PV8DX,-10.386,-63.371,007D,8.286,0.067,0.005975,0,0.057,410.0,950.0,0.003824,0.005975,-2.5806451612903203,8.096774193548388,0100,100.0,2021-04-15 12:19:10,
PV8DX,-8.531,-63.749,007D,8.296,0.067,0.005975,0,0.057,410.0,952.0,0.003824,0.005975,-2.5806451612903203,8.064516129032258,0100,100.0,2021-04-15 12:19:40,
PV8DX,-6.057,-64.25,007D,8.296,0.067,0.005975,0,0.057,412.0,957.0,0.003824,0.005975,-2.2580645161290316,8.064516129032258,0100,100.0,2021-04-15 12:20:20,
PV8DX,-3.582,-64.748,007D,8.286,0.067,0.005975,0,0.057,411.0,947.0,0.003824,0.005975,-1.935483870967744,8.096774193548388,0100,100.0,2021-04-15 12:21:00,
PV8DX,-2.963,-64.872,007D,8.286,0.067,0.005975,0,0.057999999999999996,415.0,959.0,0.003824,0.005975,-1.6129032258064484,8.048387096774192,0100,100.0,2021-04-15 12:21:10,
PV8DX,-1.106,-65.244,007D,8.296,0.067,0.005975,0,0.057999999999999996,410.0,938.0,0.003824,0.005975,-1.29032258064516,8.096774193548388,0100,100.0,2021-04-15 12:21:40,
PV8DX,0.131,-65.491,007D,8.286,0.067,0.005975,0,0.057,412.0,948.0,0.003824,0.005975,-1.29032258064516,8.048387096774192,0100,100.0,2021-04-15 12:22:00,
PV8DX,1.369,-65.73899999999999,007D,8.286,0.067,0.005975,0,0.057,411.0,949.0,0.003824,0.005975,-0.967741935483872,8.080645161290322,0100,100.0,2021-04-15 12:22:20,
PV8DX,2.607,-65.987,007D,8.286,0.067,0.005975,0,0.057,417.0,957.0,0.003824,0.005975,-0.6451612903225836,8.112903225806452,0100,100.0,2021-04-15 12:22:40,
PV8DX,3.845,-66.235,007D,8.286,0.063,0.005975,0,0.057,411.0,949.0,0.003824,0.005975,-0.967741935483872,8.112903225806452,0100,100.0,2021-04-15 12:23:00,
PV8DX,4.464,-66.36,007D,8.286,0.067,0.005975,0,0.057,412.0,956.0,0.003824,0.005975,-0.6451612903225836,8.112903225806452,0100,100.0,2021-04-15 12:23:10,
PV8DX,5.084,-66.484,007D,8.286,0.067,0.005975,0,0.057,416.0,946.0,0.003824,0.005975,-0.6451612903225836,8.080645161290322,0100,100.0,2021-04-15 12:23:20,
PV8DX,6.322,-66.734,007D,8.306000000000001,0.063,0.005975,0,0.057,415.0,946.0,0.003824,0.005975,-0.6451612903225836,8.048387096774192,0100,100.0,2021-04-15 12:23:40,
PV8DX,7.56,-66.984,007D,8.286,0.067,0.005975,0,0.057999999999999996,384.0,949.0,0.003824,0.005975,-0.32258064516128826,8.03225806451613,0100,100.0,2021-04-15 12:24:00,
PV8DX,8.179,-67.109,007D,8.286,0.067,0.005975,0,0.057,414.0,938.0,0.003824,0.005975,-0.32258064516128826,8.096774193548388,0100,100.0,2021-04-15 12:24:10,
PV8DX,8.798,-67.235,007D,8.286,0.067,0.005975,0,0.057,415.0,950.0,0.003824,0.005975,0.0,8.048387096774192,0100,100.0,2021-04-15 12:24:20,
PV8DX,11.275,-67.741,007D,8.286,0.067,0.005975,0,0.057,417.0,954.0,0.005975,0.005975,-6.12903225806452,8.064516129032258,0100,100.0,2021-04-15 12:25:00,
PV8DX,11.894,-67.868,007D,8.296,0.067,0.005975,0,0.057,417.0,768.0,0.003824,0.005975,0.32258064516128826,8.096774193548388,0100,100.0,2021-04-15 12:25:10,
PV8DX,17.467,-69.036,007D,8.296,0.067,0.003824,0,0.057999999999999996,414.0,950.0,0.003824,0.003824,1.29032258064516,8.096774193548388,0100,100.0,2021-04-15 12:26:40,
KB6LTY,30.782,-119.929,007D,8.296,0.067,20.49664,0,0.057,413.0,945.0,0.003824,0.005975,2.5806451612903203,7.580645161290323,100,100,2021-04-15 15:41:40,
KB6LTY,31.401,-120.083,007D,8.296,0.067,20.49664,0,0.057,414.0,949.0,0.003824,0.005975,2.5806451612903203,8.129032258064516,100,100,2021-04-15 15:41:50,
KB6LTY,32.637,-120.395,007D,8.296,0.067,20.49664,0,0.057,413.0,961.0,0.003824,0.005975,2.903225806451616,8.112903225806452,100,100,2021-04-15 15:42:10,
KB6LTY,33.255,-120.554,007D,8.296,0.067,20.49664,0,0.057,413.0,952.0,0.003824,0.005975,2.903225806451616,8.064516129032258,100,100,2021-04-15 15:42:20,
KB6LTY,34.492,-120.876,007D,8.296,0.067,20.49664,0,0.057,417.0,947.0,0.003824,0.005975,2.903225806451616,8.096774193548388,100,100,2021-04-15 15:42:40,
KB6LTY,35.11,-121.04,007D,8.296,0.063,19.27296,0,0.057999999999999996,412.0,951.0,0.003824,0.005975,2.903225806451616,8.064516129032258,100,100,2021-04-15 15:42:50,
KB6LTY,36.345,-121.374,007D,8.286,0.063,19.27296,0,0.057999999999999996,413.0,947.0,0.003824,0.005975,3.225806451612904,8.112903225806452,100,100,2021-04-15 15:43:10,
KB6LTY,36.963,-121.544,007D,8.286,0.067,20.49664,0,0.057,411.0,955.0,0.003824,0.005975,3.225806451612904,8.112903225806452,100,100,2021-04-15 15:43:20,
KB6LTY,38.198,-121.889,007D,8.286,0.063,19.27296,0,0.057,414.0,948.0,0.003824,0.005975,3.5483870967741917,8.096774193548388,100,100,2021-04-15 15:43:40,
KB6LTY,38.815,-122.066,007D,8.286,0.067,20.49664,0,0.057,412.0,956.0,0.003824,0.005975,3.225806451612904,8.096774193548388,100,100,2021-04-15 15:43:50,
KB6LTY,40.049,-122.425,007D,8.286,0.067,20.49664,0,0.057999999999999996,414.0,949.0,0.005975,0.005975,3.5483870967741917,8.080645161290322,100,100,2021-04-15 15:44:10,
KB6LTY,40.666,-122.609,007D,8.286,0.067,20.49664,0,0.057999999999999996,413.0,951.0,0.005975,0.005975,3.5483870967741917,8.129032258064516,100,100,2021-04-15 15:44:20,
KB6LTY,41.899,-122.985,007D,8.286,0.067,20.49664,0,0.057,413.0,940.0,0.003824,0.005975,3.87096774193548,8.048387096774192,100,100,2021-04-15 15:44:40,
KB6LTY,43.74800000000001,-123.57,007D,8.296,0.067,20.49664,0,0.057999999999999996,412.0,954.0,0.005975,0.005975,3.87096774193548,8.064516129032258,100,100,2021-04-15 15:45:10,
KB6LTY,46.21100000000001,-124.396,007D,8.296,0.067,20.49664,0,0.057999999999999996,412.0,948.0,0.0,0.005975,4.193548387096777,8.064516129032258,100,100,2021-04-15 15:45:50,
KB6LTY,21.736,-116.724,007D,8.296,0.067,0.080065,0,0.057999999999999996,416.0,949.0,0.003824,0.005975,0.967741935483872,8.064516129032258,100,100,2021-04-16 15:34:50,
KB6LTY,22.355,-116.861,007D,8.286,0.067,0.080065,0,0.057999999999999996,412.0,942.0,0.003824,0.005975,0.6451612903225836,8.112903225806452,100,100,2021-04-16 15:35:00,
KB6LTY,26.069000000000006,-117.706,007D,8.296,0.063,0.060228,0,0.057,384.0,950.0,0.003824,0.003824,1.29032258064516,8.080645161290322,100,100,2021-04-16 15:36:00,
KB6LTY,27.307,-117.995,007D,8.286,0.063,0.075285,0,0.057,414.0,953.0,0.003824,0.005975,1.6129032258064484,8.112903225806452,100,100,2021-04-16 15:36:20,
KB6LTY,27.926,-118.142,007D,8.296,0.067,0.080065,0,0.057999999999999996,414.0,957.0,0.003824,0.005975,1.6129032258064484,8.112903225806452,100,100,2021-04-16 15:36:30,
KB6LTY,29.163,-118.439,007D,8.286,0.063,0.075285,0,0.057,414.0,942.0,0.003824,0.005975,1.935483870967744,8.048387096774192,100,100,2021-04-16 15:36:50,
KB6LTY,29.782,-118.589,007D,8.286,0.067,0.080065,0,0.057,413.0,955.0,0.003824,0.005975,1.935483870967744,8.080645161290322,100,100,2021-04-16 15:37:00,
KB6LTY,31.019,-118.894,007D,8.286,0.067,0.080065,0,0.057999999999999996,415.0,952.0,0.005975,0.005975,1.935483870967744,8.064516129032258,100,100,2021-04-16 15:37:20,
KB6LTY,31.638,-119.049,007D,8.296,0.063,0.075285,0,0.057,412.0,941.0,0.003824,0.005975,1.935483870967744,8.096774193548388,100,100,2021-04-16 15:37:30,
KB6LTY,32.874,-119.362,007D,8.296,0.067,0.080065,0,0.057999999999999996,415.0,949.0,0.005975,0.005975,1.935483870967744,8.096774193548388,100,100,2021-04-16 15:37:50,
KB6LTY,35.347,-120.01,007D,8.296,0.067,0.080065,0,0.057,414.0,950.0,0.005975,0.005975,2.2580645161290316,8.096774193548388,100,100,2021-04-16 15:38:30,
KB6LTY,36.583,-120.345,007D,8.296,0.067,0.080065,0,0.057,411.0,943.0,0.003824,0.005975,2.5806451612903203,8.080645161290322,100,100,2021-04-16 15:38:50,
KB6LTY,37.2,-120.516,007D,8.296,0.067,0.080065,0,0.057,414.0,953.0,0.003824,0.005975,2.5806451612903203,8.080645161290322,100,100,2021-04-16 15:39:00,
KB6LTY,38.436,-120.863,007D,8.296,0.063,0.075285,0,0.057999999999999996,412.0,952.0,0.003824,0.005975,2.903225806451616,8.112903225806452,100,100,2021-04-16 15:39:20,
KB6LTY,39.053,-121.041,007D,8.296,0.067,0.080065,0,0.057999999999999996,415.0,768.0,0.003824,0.005975,2.5806451612903203,8.080645161290322,100,100,2021-04-16 15:39:30,
KB6LTY,40.287,-121.402,007D,8.296,0.067,0.080065,0,0.057999999999999996,413.0,953.0,0.003824,0.005975,-50.0,8.080645161290322,100,100,2021-04-16 15:39:50,
KB6LTY,40.904,-121.587,007D,8.296,0.067,0.080065,0,0.057999999999999996,413.0,944.0,0.003824,0.005975,2.903225806451616,8.064516129032258,100,100,2021-04-16 15:40:00,
KB6LTY,42.13800000000001,-121.965,007D,8.296,0.063,0.075285,0,0.057999999999999996,413.0,946.0,0.003824,0.005975,3.225806451612904,8.112903225806452,100,100,2021-04-16 15:40:20,
KB6LTY,42.754,-122.158,007D,8.286,0.067,0.080065,0,0.057999999999999996,413.0,951.0,0.005975,0.005975,3.225806451612904,8.048387096774192,100,100,2021-04-16 15:40:30,
KB6LTY,43.987,-122.554,007D,8.296,0.067,0.080065,0,0.057999999999999996,415.0,955.0,0.003824,0.005975,3.225806451612904,8.112903225806452,100,100,2021-04-16 15:40:50,
KB6LTY,44.603,-122.756,007D,8.286,0.063,0.060228,0,0.057999999999999996,415.0,949.0,0.005975,0.003824,3.225806451612904,8.064516129032258,100,100,2021-04-16 15:41:00,
KB6LTY,45.834,-123.172,007D,8.296,0.067,0.080065,0,0.057,412.0,943.0,0.003824,0.005975,3.5483870967741917,8.080645161290322,100,100,2021-04-16 15:41:20,
KB6LTY,46.45,-123.386,007D,8.286,0.067,0.080065,0,0.057999999999999996,414.0,948.0,0.003824,0.005975,3.5483870967741917,8.112903225806452,100,100,2021-04-16 15:41:30,
KB6LTY,47.68,-123.825,007D,8.306000000000001,0.067,0.080065,0,0.057999999999999996,412.0,953.0,0.003824,0.005975,3.87096774193548,8.096774193548388,100,100,2021-04-16 15:41:50,
KB6LTY,48.294,-124.051,007D,8.286,0.067,0.080065,0,0.057,412.0,940.0,0.003824,0.005975,3.5483870967741917,8.080645161290322,100,100,2021-04-16 15:42:00,
KB6LTY,49.523,-124.516,007D,8.296,0.067,0.080065,0,0.057999999999999996,413.0,947.0,0.005975,0.005975,3.87096774193548,8.080645161290322,100,100,2021-04-16 15:42:20,
KB6LTY,51.363,-125.252,007D,8.286,0.067,0.080065,0,0.057999999999999996,414.0,948.0,0.003824,0.005975,4.193548387096777,8.048387096774192,100,100,2021-04-16 15:42:50,
KB6LTY,53.201,-126.039,007D,8.286,0.067,0.080065,0,0.057999999999999996,411.0,946.0,0.003824,0.005975,4.193548387096777,8.064516129032258,100,100,2021-04-16 15:43:20,
PV8DX,14.064,-60.951,007D,8.186,0.063,0.005975,0,0.059000000000000004,412.0,948.0,0.003824,0.005975,6.774193548387097,7.983870967741934,0100,100.0,2021-04-17 00:11:30,
PV8DX,13.44,-61.081,007D,8.186,0.067,0.005975,0,0.059000000000000004,411.0,949.0,0.003824,0.005975,6.774193548387097,8.0,0100,100.0,2021-04-17 00:11:40,
PV8DX,12.191,-61.339,007D,8.186,0.067,0.005975,0,0.059000000000000004,413.0,943.0,0.003824,0.005975,6.451612903225808,8.016129032258064,0100,100.0,2021-04-17 00:12:00,
PV8DX,10.318,-61.722,007D,8.186,0.063,0.005975,0,0.059000000000000004,413.0,954.0,0.003824,0.005975,6.12903225806452,8.0,0100,100.0,2021-04-17 00:12:30,
PV8DX,9.693,-61.85,007D,8.176,0.063,0.005975,0,0.059000000000000004,412.0,947.0,0.003824,0.005975,6.451612903225808,8.0,0100,100.0,2021-04-17 00:12:40,
PV8DX,8.445,-62.103,007D,8.176,0.063,0.005975,0,0.059000000000000004,412.0,946.0,0.003824,0.005975,5.806451612903223,7.935483870967742,0100,100.0,2021-04-17 00:13:00,
PV8DX,7.82,-62.229,007D,8.176,0.063,0.005975,0,0.059000000000000004,412.0,947.0,0.005975,0.005975,5.806451612903223,7.951612903225807,0100,100.0,2021-04-17 00:13:10,
PV8DX,6.5710000000000015,-62.481,007D,8.176,0.063,0.005975,0,0.059000000000000004,413.0,953.0,0.003824,0.005975,5.483870967741937,8.0,0100,100.0,2021-04-17 00:13:30,
PV8DX,5.947,-62.607,007D,8.176,0.063,0.005975,0,0.059000000000000004,413.0,951.0,0.005975,0.005975,5.806451612903223,8.0,0100,100.0,2021-04-17 00:13:40,
PV8DX,4.698,-62.857,007D,8.176,0.067,0.005975,0,0.059000000000000004,409.0,944.0,0.003824,0.005975,5.161290322580649,7.983870967741934,0100,100.0,2021-04-17 00:14:00,
PV8DX,4.074,-62.982,007D,8.176,0.063,0.005975,0,0.059000000000000004,412.0,947.0,0.003824,0.005975,5.483870967741937,7.96774193548387,0100,100.0,2021-04-17 00:14:10,
PV8DX,2.825,-63.232,007D,8.176,0.063,0.005975,0,0.059000000000000004,412.0,942.0,0.005975,0.005975,4.838709677419351,7.935483870967742,0100,100.0,2021-04-17 00:14:30,
PV8DX,2.201,-63.357,007D,8.176,0.067,0.003824,0,0.059000000000000004,411.0,950.0,0.005975,0.003824,4.838709677419351,7.983870967741934,0100,100.0,2021-04-17 00:14:40,
PV8DX,0.328,-63.731,007D,8.166,0.063,0.005975,0,0.057999999999999996,413.0,949.0,0.003824,0.005975,4.838709677419351,7.935483870967742,0100,100.0,2021-04-17 00:15:10,
PV8DX,-0.92,-63.98,007D,8.176,0.063,0.005975,0,0.057999999999999996,413.0,958.0,0.003824,0.005975,4.516129032258063,7.96774193548387,0100,100.0,2021-04-17 00:15:30,
PV8DX,-1.544,-64.105,007D,8.166,0.063,0.005975,0,0.059000000000000004,412.0,955.0,0.003824,0.005975,4.516129032258063,7.96774193548387,0100,100.0,2021-04-17 00:15:40,
PV8DX,-2.792,-64.354,007D,8.166,0.063,0.005975,0,0.059000000000000004,412.0,955.0,0.003824,0.005975,4.193548387096777,7.96774193548387,0100,100.0,2021-04-17 00:16:00,
PV8DX,-3.417,-64.479,007D,8.166,0.063,0.003824,0,0.059000000000000004,414.0,949.0,0.003824,0.003824,4.193548387096777,7.96774193548387,0100,100.0,2021-04-17 00:16:10,
PV8DX,-4.665,-64.729,007D,8.166,0.063,0.005975,0,0.059000000000000004,411.0,950.0,0.005975,0.005975,3.87096774193548,8.0,0100,100.0,2021-04-17 00:16:30,
PV8DX,-5.2879999999999985,-64.854,007D,8.166,0.063,0.005975,0,0.059000000000000004,414.0,943.0,0.005975,0.005975,3.87096774193548,7.983870967741934,0100,100.0,2021-04-17 00:16:40,
PV8DX,-7.16,-65.23,007D,8.166,0.067,0.005975,0,0.059000000000000004,413.0,943.0,0.003824,0.005975,3.5483870967741917,7.935483870967742,0100,100.0,2021-04-17 00:17:10,
PV8DX,-8.408,-65.482,007D,8.166,0.063,0.005975,0,0.057999999999999996,413.0,944.0,0.003824,0.005975,3.225806451612904,7.983870967741934,0100,100.0,2021-04-17 00:17:30,
EMMN,0.31,-33.226,007D,8.176,0.063,0.18642,0,0.059000000000000004,412.0,954.0,0.003824,0.005975,6.451612903225808,7.96774193548387,100,100,2021-04-22 22:13:00,2021-01-09 17:18:07
EMMN,-1.561,-33.6,007D,8.176,0.063,0.18642,0,0.057999999999999996,412.0,944.0,0.005975,0.005975,6.12903225806452,7.983870967741934,100,100,2021-04-22 22:13:30,2021-01-09 17:18:37
EMMN,-3.431,-33.974000000000004,007D,8.176,0.063,0.18642,0,0.059000000000000004,411.0,958.0,0.003824,0.005975,6.12903225806452,7.951612903225807,100,100,2021-04-22 22:14:00,2021-01-09 17:19:07
EMMN,-4.055,-34.098,007D,8.176,0.063,0.18642,0,0.059000000000000004,410.0,939.0,0.005975,0.005975,5.806451612903223,7.983870967741934,100,100,2021-04-22 22:14:10,2021-01-09 17:19:22
EMMN,-5.3020000000000005,-34.348,007D,8.176,0.067,0.18642,0,0.057999999999999996,412.0,943.0,0.005975,0.005975,5.483870967741937,8.0,100,100,2021-04-22 22:14:30,2021-01-09 17:19:37
EMMN,-5.925,-34.474000000000004,007D,8.176,0.063,0.18642,0,0.059000000000000004,412.0,948.0,0.003824,0.005975,5.161290322580649,8.0,100,100,2021-04-22 22:14:40,2021-01-09 17:19:52
EMMN,-7.171,-34.725,007D,8.176,0.063,0.18642,0,0.057999999999999996,414.0,944.0,0.003824,0.005975,5.161290322580649,8.0,100,100,2021-04-22 22:15:00,2021-01-09 17:20:07
EMMN,-9.041,-35.103,007D,8.176,0.063,0.18642,0,0.059000000000000004,413.0,951.0,0.005975,0.005975,4.838709677419351,8.0,100,100,2021-04-22 22:15:30,2021-01-09 17:20:37
EMMN,1.732,-33.125,007D,8.296,0.067,0.18642,0,0.057,409.0,953.0,0.003824,0.005975,-1.935483870967744,8.112903225806452,100,100,2021-04-23 10:11:30,2021-01-10 05:16:44
EMMN,2.971,-33.374,007D,8.296,0.063,0.18642,0,0.057,410.0,944.0,0.003824,0.005975,-1.6129032258064484,8.080645161290322,100,100,2021-04-23 10:11:50,2021-01-10 05:16:59
EMMN,-1.875,-32.564,007D,8.176,0.063,0.18642,0,0.059000000000000004,411.0,954.0,0.003824,0.005975,5.806451612903223,8.0,100,100,2021-04-23 22:09:10,2021-01-10 17:14:20
EMMN,-2.499,-32.689,007D,8.176,0.063,0.18642,0,0.059000000000000004,412.0,855.0,0.003824,0.005975,5.483870967741937,7.96774193548387,100,100,2021-04-23 22:09:20,2021-01-10 17:14:35
EMMN,-3.745,-32.938,007D,8.176,0.067,0.18642,0,0.059000000000000004,414.0,951.0,0.005975,0.005975,5.806451612903223,7.96774193548387,100,100,2021-04-23 22:09:40,2021-01-10 17:14:50
EMMN,-4.369,-33.063,007D,8.176,0.063,0.18642,0,0.059000000000000004,412.0,947.0,0.005975,0.005975,5.483870967741937,7.96774193548387,100,100,2021-04-23 22:09:50,2021-01-10 17:15:05
PV8DX,-8.03,-53.995,007D,8.296,0.067,0.005975,0,0.057,408.0,944.0,0.003824,0.005975,-3.225806451612904,8.064516129032258,0100,100.0,2021-04-24 11:40:10,
PV8DX,-6.792000000000002,-54.245,007D,8.286,0.063,0.005975,0,0.057,407.0,953.0,0.003824,0.005975,-2.903225806451616,8.064516129032258,0100,100.0,2021-04-24 11:40:30,
PV8DX,-4.314,-54.744,007D,8.286,0.063,0.005975,0,0.057,411.0,945.0,0.003824,0.005975,-2.5806451612903203,8.064516129032258,0100,100.0,2021-04-24 11:41:10,
PV8DX,-3.075,-54.993,007D,8.286,0.067,0.005975,0,0.05,408.0,951.0,0.003824,0.005975,-2.2580645161290316,8.064516129032258,0100,100.0,2021-04-24 11:41:30,
PV8DX,-2.456,-55.117,007D,8.296,0.067,0.005975,0,0.057,407.0,950.0,0.003824,0.005975,-2.2580645161290316,8.064516129032258,0100,100.0,2021-04-24 11:41:40,
PV8DX,-1.217,-55.365,007D,8.286,0.067,0.005975,0,0.057,413.0,949.0,0.003824,0.005975,-1.935483870967744,8.096774193548388,0100,100.0,2021-04-24 11:42:00,
PV8DX,-0.597,-55.489,007D,8.286,0.063,0.005975,0,0.057,413.0,944.0,0.003824,0.005975,-1.935483870967744,8.048387096774192,0100,100.0,2021-04-24 11:42:10,
PV8DX,0.643,-55.737,007D,8.296,0.063,0.005975,0,0.057,413.0,948.0,0.003824,0.005975,-1.6129032258064484,8.080645161290322,0100,100.0,2021-04-24 11:42:30,
PV8DX,1.262,-55.861,007D,8.296,0.067,0.005975,0,0.057,414.0,952.0,0.003824,0.005975,-1.935483870967744,8.048387096774192,0100,100.0,2021-04-24 11:42:40,
PV8DX,2.502,-56.109,007D,8.286,0.067,0.005975,0,0.057,412.0,945.0,0.003824,0.005975,-1.6129032258064484,8.048387096774192,0100,100.0,2021-04-24 11:43:00,
PV8DX,3.122,-56.233,007D,8.296,0.067,0.005975,0,0.057,415.0,945.0,0.003824,0.005975,-1.6129032258064484,8.096774193548388,0100,100.0,2021-04-24 11:43:10,
PV8DX,4.362,-56.482,007D,8.296,0.063,0.005975,0,0.057,413.0,952.0,0.003824,0.005975,-1.29032258064516,8.064516129032258,0100,100.0,2021-04-24 11:43:30,
PV8DX,6.222,-56.856,007D,8.286,0.063,0.005975,0,0.057,414.0,959.0,0.003824,0.005975,-1.29032258064516,8.048387096774192,0100,100.0,2021-04-24 11:44:00,
PV8DX,9.942,-57.61,007D,8.296,0.067,0.005975,0,0.057,415.0,954.0,0.003824,0.005975,-0.6451612903225836,8.03225806451613,0100,100.0,2021-04-24 11:45:00,
PV8DX,10.562,-57.737,007D,8.296,0.067,0.005975,0,0.057,412.0,943.0,0.003824,0.005975,-0.6451612903225836,8.064516129032258,0100,100.0,2021-04-24 11:45:10,
PV8DX,11.803,-57.992,007D,8.296,0.063,0.005975,0,0.057,413.0,768.0,0.003824,0.005975,-0.32258064516128826,8.096774193548388,0100,100.0,2021-04-24 11:45:30,
PV8DX,12.423,-58.12,007D,8.286,0.067,0.005975,0,0.057999999999999996,414.0,949.0,0.003824,0.005975,-0.32258064516128826,8.03225806451613,0100,100.0,2021-04-24 11:45:40,
PV8DX,13.664,-58.377,007D,8.286,0.067,0.005975,0,0.057999999999999996,415.0,950.0,0.003824,0.005975,0.0,8.080645161290322,0100,100.0,2021-04-24 11:46:00,
KB6LTY,42.497,-113.308,007D,8.286,0.067,20.49664,0,0.057999999999999996,411.0,950.0,0.003824,0.005975,3.225806451612904,8.080645161290322,100,100,2021-04-24 15:05:10,
KB6LTY,43.732,-113.701,007D,8.296,0.067,20.49664,0,0.059000000000000004,414.0,955.0,0.003824,0.005975,3.5483870967741917,8.112903225806452,100,100,2021-04-24 15:05:30,
KB6LTY,44.35,-113.903,007D,8.296,0.067,20.49664,0,0.057999999999999996,412.0,948.0,0.003824,0.005975,3.5483870967741917,8.096774193548388,100,100,2021-04-24 15:05:40,
KB6LTY,45.584,-114.317,007D,8.286,0.063,15.418368,0,0.057999999999999996,412.0,941.0,0.005975,0.003824,3.87096774193548,8.080645161290322,100,100,2021-04-24 15:06:00,
KB6LTY,46.201,-114.529,007D,8.286,0.067,20.49664,0,0.057999999999999996,414.0,955.0,0.003824,0.005975,3.87096774193548,8.112903225806452,100,100,2021-04-24 15:06:10,
KB6LTY,47.434,-114.966,007D,8.296,0.067,20.49664,0,0.057999999999999996,412.0,949.0,0.003824,0.005975,4.193548387096777,8.064516129032258,100,100,2021-04-24 15:06:30,
KB6LTY,48.05,-115.19,007D,8.286,0.067,20.49664,0,0.057999999999999996,412.0,947.0,0.003824,0.005975,4.193548387096777,8.080645161290322,100,100,2021-04-24 15:06:40,
KB6LTY,49.28100000000001,-115.653,007D,8.286,0.067,0.0,0,0.057999999999999996,411.0,953.0,0.005975,0.0,4.193548387096777,8.048387096774192,100,100,2021-04-24 15:07:00,
KB6LTY,49.896,-115.891,007D,8.296,0.067,20.49664,0,0.057999999999999996,413.0,943.0,0.003824,0.005975,4.516129032258063,8.096774193548388,100,100,2021-04-24 15:07:10,
KB6LTY,51.12600000000001,-116.384,007D,8.286,0.067,20.49664,0,0.057999999999999996,412.0,946.0,0.003824,0.005975,4.516129032258063,8.080645161290322,100,100,2021-04-24 15:07:30,
KB6LTY,51.74,-116.638,007D,8.296,0.067,20.49664,0,0.057999999999999996,408.0,944.0,0.003824,0.005975,4.838709677419351,8.080645161290322,100,100,2021-04-24 15:07:40,
KB6LTY,52.967,-117.165,007D,8.286,0.063,19.27296,0,0.057999999999999996,414.0,942.0,0.005975,0.005975,4.838709677419351,8.080645161290322,100,100,2021-04-24 15:08:00,
KB6LTY,53.581,-117.439,007D,8.286,0.067,20.49664,0,0.057999999999999996,411.0,942.0,0.003824,0.005975,4.838709677419351,8.064516129032258,100,100,2021-04-24 15:08:10,
EMMN,1.711,-30.927,007D,8.296,0.067,0.18642,0,0.057,411.0,951.0,0.003824,0.005975,-1.29032258064516,8.080645161290322,100,100,2021-04-25 10:02:40,2021-01-12 05:07:53
EMMN,3.0860000000000003,-29.376,007D,8.176,0.067,0.18642,0,0.059000000000000004,412.0,954.0,0.003824,0.005975,7.41935483870968,8.0,100,100,2021-04-25 21:59:00,2021-01-12 17:04:14
EMMN,1.839,-29.625,007D,8.176,0.063,0.18642,0,0.059000000000000004,411.0,943.0,0.003824,0.005975,7.0967741935483835,7.96774193548387,100,100,2021-04-25 21:59:20,2021-01-12 17:04:29
